Case Number,Address,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
17/00517/HMOADS,101 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,,09/04/2017,08/04/2018
16/06205/HMOADS,9 Gipsy Lane Oxford Headington Oxfordshire OX3 7PT,4,,22/03/2017,21/03/2018
16/05596/HMOADL,97 Gipsy Lane Oxford Oxfordshire OX3 7PU,5,5,16/01/2017,15/01/2018
16/05529/HMOADL,99 Gipsy Lane Oxford Oxfordshire OX3 7PU,5,,24/02/2017,23/02/2018
16/05518/HMOADS,43 Gipsy Lane Oxford Headington Oxfordshire OX3 7PT,4,4,08/01/2017,09/01/2018
16/05176/HMOADL,7 Gipsy Lane Headington Oxford OX3 7PT,5,5,28/04/2017,27/04/2018
16/05164/HMOADS,1 Gipsy Lane Oxford Oxfordshire OX3 7PT,4,4,10/12/2016,10/12/2018
16/04868/HMOADS,13 Gipsy Lane Oxford Headington Oxfordshire OX3 7PT,4,4,19/11/2016,18/11/2018
16/02378/HMOADS,77 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,,07/07/2016,24/01/2021
16/04482/HMOADS,69 Gipsy Lane Oxford Headington Oxfordshire OX3 7PU,4,4,16/10/2016,24/01/2021
16/04235/HMOADS,71 Gipsy Lane Oxford Headington Oxfordshire OX3 7PU,4,,12/10/2016,12/11/2017
16/04016/HMOADS,25 Gipsy Lane Oxford Oxfordshire OX3 7PT,4,5,23/09/2016,23/09/2017
16/03892/HMOADS,89 Gipsy Lane Oxford Headington Oxfordshire OX3 7PU,4,4,11/09/2016,11/09/2018
16/03886/HMOADS,79 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,,11/09/2016,11/11/2017
16/03692/HMOADL,27 Gipsy Lane Oxford Headington Oxfordshire OX3 7PT,5,5,02/09/2016,02/06/2018
16/03643/HMOADS,103 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,4,29/08/2016,28/04/2018
16/03120/HMOADL,21 Gipsy Lane Oxford Headington Oxfordshire OX3 7PT,5,5,16/07/2016,04/07/2018
16/02986/HMOADS,57 Gipsy Lane Oxford Headington Oxfordshire OX3 7PU,4,5,21/08/2016,21/11/2017
16/02074/HMOADL,Flat 1 85 Gipsy Lane Oxford Oxfordshire OX3 7PU,3,3,23/07/2016,23/07/2018
16/04693/HMOADS,37 Gipsy Lane Oxford Oxfordshire OX3 7PT,4,,13/04/2017,12/04/2018
16/05083/HMOADS,6 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23/02/2017,24/01/2021
16/05029/HMOADS,9 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23/02/2017,24/01/2021
16/05022/HMOADS,8 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,31/01/2017,24/01/2021
16/05007/HMOADS,5 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23/02/2017,24/01/2021
16/04980/HMOADS,3 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23/02/2017,24/01/2021
16/05003/HMOADS,2 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23/02/2017,24/01/2021
16/04566/HMOADL,38 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,5,,29/10/2016,29/10/2018
16/02983/HMOADS,42 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,4,4,08/08/2016,08/08/2018
17/01819/HMOADS,34 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,8,8,22/08/2017,21/08/2018
17/01650/HMOADL,35 Girdlestone Road Oxford Oxfordshire OX3 7NA,6,,02/07/2017,01/07/2019
17/01218/HMOADS,33 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,4,,27/05/2017,26/05/2019
17/00818/HMOADL,54 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,5,,21/03/2017,24/01/2021
16/04744/HMOADL,53 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,6,6,05/11/2016,05/11/2017
16/04328/HMOADL,47 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,5,,23/02/2017,22/02/2018
16/03913/HMOADS,14 Girdlestone Road Oxford Headington Oxfordshire OX3 7LZ,4,,24/09/2016,30/09/2017
16/00273/HMOADS,44 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,4,4,23/02/2017,22/02/2018
16/03307/HMOADS,37 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,4,4,09/05/2017,08/05/2018
16/03884/HMOADL,32 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,5,4,11/09/2016,11/09/2018
16/04481/HMOADL,36 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,4,,09/09/2016,09/11/2017
16/05588/HMOADS,43 Gladstone Road Oxford Oxfordshire OX3 8LL,4,,14/01/2017,14/01/2019
17/02659/HMOADL,66 Gladstone Road Headington Oxford OX3 8LS,5,5,08/10/2017,24/01/2021
16/04045/HMOADL,64 Gladstone Road Oxford Oxfordshire OX3 8LS,6,6,27/09/2016,27/12/2017
16/03273/HMOADL,1 Tyler Row Glanville Road Oxford Oxfordshire OX4 2FU,4,4,04/08/2016,04/08/2018
17/01953/HMOADL,37 Glanville Road Oxford Oxfordshire OX4 2DD,5,,31/07/2017,30/07/2018
17/01927/HMOADL,1 Glanville Road Oxford Oxfordshire OX4 2DB,6,6,20/07/2017,19/07/2019
17/01059/HMOLIC,Mansion Mews Glanville Road Oxford Oxfordshire OX4 2SY,112,,19/04/2017,18/04/2018
17/01451/HMOADL,28 Glanville Road Oxford Oxfordshire OX4 2DD,4,,23/06/2017,22/06/2019
17/02778/HMOADL,18 Glanville Road Oxford Oxfordshire OX4 2DD,5,,29/08/2017,28/08/2019
17/02032/HMOADL,14 Glanville Road Oxford Oxfordshire OX4 2DD,8,5,15/07/2017,14/07/2018
16/05942/HMOADS,6 Glanville Road Oxford Oxfordshire OX4 2DD,4,4,30/01/2017,28/02/2018
16/04284/HMOADL,16 Glanville Road Oxford Oxfordshire OX4 2DD,5,5,14/10/2016,14/10/2018
16/03169/HMOADS,3 Glanville Road Oxford Oxfordshire OX4 2DB,4,4,10/07/2017,09/07/2018
16/02743/HMOADL,41 Glanville Road Oxford Oxfordshire OX4 2DD,6,6,01/07/2016,01/07/2018
16/00748/HMOLIC,4 Tyler Row Glanville Road Oxford Oxfordshire,6,,22/12/2016,22/12/2017
16/04548/HMOADL,24 Glanville Road Oxford Oxfordshire OX4 2DD,5,5,24/10/2016,24/12/2017
16/06188/HMOADL,39 Glanville Road Oxford Oxfordshire OX4 2DD,5,5,07/04/2017,06/04/2018
16/02934/HMOADL,10 Glebe Street Oxford Oxfordshire OX4 1DQ,5,5,04/07/2016,24/01/2021
17/02160/HMOLIC,4 Glebe Street Oxford Oxfordshire OX4 1DQ,6,5,29/07/2017,28/07/2019
17/01385/HMOLIC,1 Glebe Street Oxford OX4 1DQ,6,5,13/06/2017,12/06/2018
16/03131/HMOLIC,9 Glebe Street Oxford Oxfordshire OX4 1DQ,5,5,16/07/2016,04/07/2018
15/04455/HMOLIC,7 Glebe Street Oxford Oxfordshire OX4 1DQ,6,,04/10/2016,04/10/2017
16/03736/HMOADL,6 Glebe Street Oxford Oxfordshire OX4 1DQ,4,5,24/09/2016,24/11/2017
16/03453/HMOADS,33 Glebelands Oxford Oxfordshire OX3 7EN,4,,13/07/2017,12/07/2018
17/01069/HMOADL,25 Glebelands Oxford Oxfordshire OX3 7EN,5,,24/11/2016,24/11/2017
17/01829/HMOADL,11 Glebelands Oxford Oxfordshire OX3 7EL,4,4,05/09/2016,05/09/2018
17/02033/HMOLIC,66 Glebelands Oxford Oxfordshire OX3 7EN,5,5,16/07/2017,15/07/2019
16/01844/HMOADS,74 The Heyes Gloucester Green Oxford Oxfordshire OX1 2BU,3,3,29/06/2016,29/06/2018
16/03459/HMOADS,51 The Chilterns Gloucester Green Oxford Oxfordshire OX1 2DF,3,3,27/08/2016,27/08/2018
17/02656/HMOLIC,The Trout Inn 195 Godstow Road Oxford Oxfordshire OX2 8PN,9,5,19/08/2017,18/08/2018
16/03710/HMOLIC,8 Golden Road Oxford Oxfordshire OX4 3AR,5,,04/09/2016,25/07/2018
16/00493/HMOADS,27 Gordon Street Oxford Oxfordshire OX1 4RJ,4,,02/02/2017,02/02/2018
16/01899/HMOADS,15 Gordon Street Oxford Oxfordshire OX1 4RJ,4,,02/06/2016,02/06/2018
16/02843/HMOADS,7 Gordon Street Oxford Oxfordshire OX1 4RJ,5,,04/01/2017,04/01/2018
16/00582/HMOADL,11 Gouldland Gardens Oxford Oxfordshire OX3 9DQ,6,,03/02/2017,03/02/2018
17/00462/HMOADL,15 Gouldland Gardens Oxford Oxfordshire OX3 9DQ,5,,11/04/2017,10/04/2018
17/01793/HMOADS,48 Grays Road Oxford Oxfordshire OX3 7PY,4,,07/07/2017,06/07/2018
16/05374/HMOADS,59 Grays Road Oxford Oxfordshire OX3 7PZ,4,4,28/03/2017,27/03/2018
17/02796/HMOADL,37 Grays Road Oxford Oxfordshire OX3 7PZ,6,6,11/09/2017,10/09/2018
16/05712/HMOADS,12 Grays Road Oxford Oxfordshire OX3 7QA,4,,27/08/2016,27/08/2018
16/05762/HMOLIC,9 Grays Road Oxford Headington Oxfordshire OX3 7QA,7,,25/01/2017,25/01/2018
16/06089/HMOADL,27 Grays Road Oxford Headington Oxfordshire OX3 7PZ,4,,15/08/2017,14/08/2018
17/00153/HMOADL,20 Grays Road Oxford Oxfordshire OX3 7QA,6,6,12/03/2017,11/03/2018
17/01289/HMOADL,1A Grays Road Oxford Oxfordshire OX3 7QB,8,8,04/06/2017,03/06/2019
16/05158/HMOADL,62 Grays Road Oxford Headington Oxfordshire OX3 7PY,5,5,10/12/2016,10/01/2018
17/00760/HMOADS,14 Grays Road Oxford Headington Oxfordshire OX3 7QA,4,4,02/03/2017,02/03/2018
16/03663/HMOADL,30 Grays Road Oxford Oxfordshire OX3 7QA,4,,28/08/2016,24/01/2021
16/03055/HMOADL,86 Grays Road Oxford Oxfordshire OX3 7PY,4,4,09/07/2016,09/11/2017
16/03052/HMOADS,57 Grays Road Oxford Oxfordshire OX3 7PZ,4,4,08/07/2017,27/06/2018
16/02359/HMOADS,61 Grays Road Oxford Headington Oxfordshire OX3 7PZ,4,,18/04/2017,17/04/2018
16/02066/HMOADL,60 Grays Road Oxford Oxfordshire OX3 7PY,5,,17/07/2016,17/07/2018
16/02036/HMOLIC,1 Grays Road Oxford Headington Oxfordshire OX3 7QB,6,,16/07/2016,16/12/2017
16/01622/HMOADL,47 Grays Road Oxford Oxfordshire OX3 7PZ,5,,19/05/2016,19/05/2018
16/00502/HMOADS,35 Grays Road Oxford Oxfordshire OX3 7PZ,4,,26/03/2016,26/03/2018
15/05196/HMOADS,13 Grays Road Oxford Oxfordshire OX3 7QA,3,3,05/12/2016,05/12/2017
15/05138/HMOLIC,73 Grays Road Oxford Headington Oxfordshire OX3 7PZ,10,10,15/12/2016,15/12/2017
16/05599/HMOADS,72 Grays Road Oxford Oxfordshire OX3 7PY,4,4,16/01/2017,16/01/2018
16/04501/HMOADL,76 Grays Road Oxford Oxfordshire OX3 7PY,5,,31/10/2016,30/11/2017
16/01230/HMOADL,61 Great Clarendon Street Oxford Oxfordshire OX2 6AX,3,3,06/05/2016,06/05/2018
17/01553/HMOADL,81 Great Clarendon Street Oxford Oxfordshire OX2 6AU,4,4,14/08/2017,13/08/2018
16/05093/HMOADS,40A Great Clarendon Street Oxford Oxfordshire OX2 6AU,3,,07/11/2015,07/11/2017
16/01348/HMOADS,64 Great Clarendon Street Oxford Oxfordshire OX2 6AX,3,3,26/05/2016,24/01/2021
16/03440/HMOADS,75 Great Clarendon Street Oxford Oxfordshire OX2 6AU,3,,08/08/2016,08/11/2017
16/03708/HMOADL,3 Great Mead Oxford Oxfordshire OX1 2RB,4,4,04/09/2016,03/09/2018
16/05534/HMOADL,2 Great Mead Oxford Oxfordshire OX1 2RB,4,4,18/01/2017,18/01/2018
16/06031/HMOADL,12 Great Mead Oxford Oxfordshire OX1 2RB,4,,17/02/2017,16/02/2018
16/03801/HMOADS,19 Green Place Oxford Oxfordshire OX1 4RF,4,3,17/09/2016,24/01/2021
16/02680/HMOADL,34 Green Ridges Oxford Oxfordshire OX3 8PL,4,3,16/07/2016,16/11/2017
15/04442/HMOADS,39 Green Road Oxford Oxfordshire OX3 8LD,4,4,09/11/2016,09/11/2017
16/03359/HMOADS,28 Green Road Oxford Oxfordshire OX3 8JZ,3,,03/08/2016,03/11/2017
17/00360/HMOADS,2 Green Street Oxford Oxfordshire OX4 1YB,4,4,31/03/2017,01/04/2018
16/04466/HMOADS,4 Green Street Oxford Oxfordshire OX4 1YB,4,4,15/10/2016,15/05/2018
15/04610/HMOLIC,3 Green Street Oxford Oxfordshire OX4 1YB,5,5,08/12/2015,08/12/2017
14/03999/HMOADS,20 Green Street Oxford Oxfordshire OX4 1YB,4,,25/04/2016,25/04/2018
17/00668/HMOADS,8 Gwyneth Road Oxford Oxfordshire OX4 4QH,5,,14/04/2017,13/04/2018
16/05274/HMOADS,8 Hadow Road Oxford Oxfordshire OX3 0JW,5,,26/11/2016,25/11/2018
16/03435/HMOADL,23 Halliday Hill Oxford Oxfordshire OX3 9PZ,5,5,08/08/2016,08/10/2017
16/05206/HMOADL,15 Halliday Hill Oxford Oxfordshire OX3 9PY,5,5,15/12/2016,15/01/2018
17/02589/HMOADL,1 Halliday Hill Oxford Oxfordshire OX3 9PY,5,6,27/08/2017,26/08/2018
17/00296/HMOADL,4 Harbord Road Oxford Oxfordshire OX2 8LQ,6,6,17/03/2017,16/03/2019
16/04469/HMOADS,2A Harcourt Terrace Oxford Oxfordshire OX3 7QF,4,4,29/10/2016,24/01/2021
16/05094/HMOADS,2B Harcourt Terrace Oxford Oxfordshire OX3 7QF,5,,12/12/2016,24/01/2021
16/05148/HMOLIC,3 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,09/12/2016,09/12/2018
16/05767/HMOADL,6 Harcourt Terrace Oxford Oxfordshire OX3 7QF,5,,20/02/2017,19/02/2018
17/00287/HMOLIC,21 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,31/03/2017,30/03/2022
17/02921/HMOADS,27 Harcourt Terrace Oxford Headington Oxfordshire OX3 7QF,7,,25/08/2017,24/08/2019
16/02888/HMOADL,29 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,21/07/2016,21/07/2018
17/02168/HMOLIC,10 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,05/08/2017,04/08/2018
16/03287/HMOLIC,22 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,23/07/2016,23/07/2018
16/02724/HMOADS,4 Harcourt Terrace Oxford Oxfordshire OX3 7QF,4,4,16/07/2016,24/01/2021
16/02060/HMOADL,16 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,16/07/2016,16/10/2017
16/01915/HMOADL,37 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,03/06/2016,03/06/2018
16/01854/HMOADS,3A Harcourt Terrace Oxford Oxfordshire OX3 7QF,3,3,28/05/2016,28/05/2018
16/01473/HMOLIC,23 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,11/05/2016,11/10/2017
16/03850/HMOLIC,7 Harcourt Terrace Oxford Oxfordshire OX3 7QF,5,5,08/09/2016,07/02/2018
16/01923/HMOADL,1 Harefields Oxford Oxfordshire OX2 8HG,4,3,03/06/2016,03/06/2018
16/03624/HMOADL,73 Harefields Oxford Oxfordshire OX2 8NR,4,,22/08/2016,22/10/2017
17/01542/HMOLIC,79 Harefields Oxford Oxfordshire OX2 8NR,10,10,08/06/2017,07/06/2018
16/03732/HMOADL,19 Harefields Oxford Oxfordshire OX2 8HG,5,,05/09/2016,05/10/2017
16/03687/HMOADL,93 Harefields Oxford Oxfordshire OX2 8NR,4,,02/09/2016,02/11/2017
16/03418/HMOADL,147 Harefields Oxford Oxfordshire OX2 8NR,4,4,06/08/2016,09/09/2018
16/02908/HMOLIC,8 Harefields Oxford Oxfordshire OX2 8NS,5,,04/07/2016,04/10/2017
16/02520/HMOADL,17 Harefields Oxford Oxfordshire OX2 8HG,5,,21/06/2016,21/10/2017
16/03442/HMOADL,95 Harefields Oxford Oxfordshire OX2 8NR,4,3,08/08/2016,08/10/2017
17/02603/HMOADL,14A Harley Road Oxford Oxfordshire OX2 0HR,3,3,25/08/2017,24/08/2018
17/01531/HMOADL,6 Harpes Road Oxford Oxfordshire OX2 7QL,4,3,26/06/2017,24/01/2021
15/04833/HMOADS,7 Harpsichord Place Oxford OX4 1BX,4,4,05/12/2015,05/12/2017
16/04630/HMOADS,2 Harpsichord Place Oxford Oxfordshire OX4 1BX,4,,29/10/2016,24/01/2021
17/00278/HMOADS,25 Hart Street Oxford Oxfordshire OX2 6BN,3,,24/03/2017,22/03/2019
17/00302/HMOADS,24 Hart Street Oxford Oxfordshire OX2 6BN,4,,21/03/2017,20/03/2018
16/02302/HMOLIC,15 Havelock Road Oxford OX4 3EP,6,,12/10/2016,12/10/2017
17/01596/HMOADL,8 Havelock Road Oxford Oxfordshire OX4 3EP,5,,27/06/2017,26/06/2018
16/05365/HMOADL,4 Havelock Road Oxford OX4 3EP,5,5,27/12/2016,26/01/2018
16/05363/HMOADL,19 Havelock Road Oxford OX4 3EP,5,,26/11/2016,25/12/2017
16/04543/HMOADS,14 Havelock Road Oxford Oxfordshire OX4 3EP,4,,23/10/2016,23/12/2017
16/04889/HMOADS,10 Havelock Road Oxford Oxfordshire OX4 3EP,4,4,24/10/2016,24/12/2017
16/06066/HMOADL,3 Hawkins Street Oxford Oxfordshire OX4 1YD,4,,09/05/2017,09/05/2018
17/02781/HMOADL,17 Hawkins Street Oxford Oxfordshire OX4 1YD,4,4,28/08/2017,29/08/2019
16/06131/HMOADL,39 Hawthorn Avenue Oxford Oxfordshire OX3 9JQ,5,,17/02/2017,16/02/2018
16/06133/HMOADL,43 Hawthorn Avenue Oxford Headington Oxfordshire OX3 9JQ,3,3,18/02/2017,17/02/2018
17/01687/HMOADS,1A Hayfield Road Oxford Oxfordshire OX2 6TX,4,,19/07/2017,18/07/2018
17/01749/HMOADS,21 Hayfield Road Oxford Oxfordshire OX2 6TX,4,,02/07/2017,01/07/2019
16/02433/HMOADS,1H Hayfield Road Oxford Oxfordshire OX2 6TX,3,,31/10/2016,31/10/2017
16/03950/HMOADS,1C Hayfield Road Oxford Oxfordshire OX2 6TX,4,,30/09/2016,30/09/2017
16/03900/HMOADL,9 Haynes Road Oxford Oxfordshire OX3 0SE,7,,11/09/2016,11/09/2018
17/01390/HMOADL,216 Headington Road Oxford Headington Oxfordshire OX3 7PS,5,5,03/06/2017,02/06/2019
12/02036/HMOLIC,192 Headington Road Oxford Oxfordshire OX3 0BS,5,5,10/05/2012,15/12/2017
16/03245/HMOADS,210 Headington Road Oxford Oxfordshire OX3 7PS,4,,02/03/2017,01/03/2018
16/03945/HMOLIC,184 Headington Road Oxford Oxfordshire OX3 0BS,5,5,23/09/2016,23/09/2017
17/00006/HMOLIC,186 Headington Road Oxford Headington Oxfordshire OX3 0BS,5,5,01/03/2017,28/02/2018
17/00578/HMOADS,52 Headley Way Oxford Oxfordshire OX3 0LU,4,,22/03/2017,21/03/2018
17/00549/HMOADS,204 Headley Way Oxford Oxfordshire OX3 7TA,4,,11/04/2017,10/04/2018
17/00453/HMOADL,14 Headley Way Oxford Oxfordshire OX3 0LT,5,,16/03/2017,24/01/2021
17/00664/HMOADS,9 Headley Way Oxford Oxfordshire OX3 0LP,9,,19/12/2016,19/12/2017
17/00298/HMOADL,16 Headley Way Oxford Oxfordshire OX3 0LT,5,,17/03/2017,24/01/2021
17/02275/HMOADS,146 Headley Way Oxford Oxfordshire OX3 7SZ,4,,31/07/2017,30/07/2018
17/00033/HMOADS,208 Headley Way Oxford Oxfordshire OX3 7TA,4,,23/03/2017,22/03/2018
17/00331/HMOADL,61 Headley Way Oxford Oxfordshire OX3 7SR,5,4,17/03/2017,16/03/2018
17/01318/HMOADS,180 Headley Way Oxford Oxfordshire OX3 7SZ,4,,11/06/2017,10/06/2018
17/01846/HMOADL,174 Headley Way Oxford Oxfordshire OX3 7SZ,5,6,10/07/2017,24/01/2021
17/01916/HMOADS,67 Headley Way Oxford Oxfordshire OX3 7SR,4,,15/07/2017,14/07/2018
17/02257/HMOLIC,178 Headley Way Oxford Oxfordshire OX3 7SZ,6,6,06/08/2017,05/08/2022
17/02277/HMOLIC,192 Headley Way Oxford Oxfordshire OX3 7TA,6,,11/08/2017,10/08/2022
17/02862/HMOADL,170 Headley Way Oxford Oxfordshire OX3 7SZ,5,5,11/08/2017,10/08/2019
16/00837/HMOADS,152 Headley Way Oxford Oxfordshire OX3 7SZ,4,,27/04/2016,27/04/2018
16/06220/HMOADS,147 Headley Way Oxford Oxfordshire OX3 7SS,4,,18/04/2017,17/04/2018
17/02171/HMOADL,130 Headley Way Oxford Oxfordshire OX3 7SY,5,5,28/07/2017,27/07/2018
16/03473/HMOADS,11 Headley Way Oxford Oxfordshire OX3 0LP,4,4,17/08/2016,17/10/2017
16/01627/HMOLIC,154 Headley Way Oxford Oxfordshire OX3 7SZ,6,6,16/06/2016,16/06/2018
16/01197/HMOLIC,200 Headley Way Oxford Oxfordshire OX3 7TA,4,,05/05/2016,24/01/2021
16/00787/HMOLIC,123 Headley Way Oxford Oxfordshire OX3 7SS,5,5,25/04/2016,25/12/2017
16/01644/HMOADS,184 Headley Way Oxford Oxfordshire OX3 7TA,4,,18/05/2016,18/05/2018
16/01808/HMOADS,50 Headley Way Oxford Oxfordshire OX3 0LU,4,,15/11/2016,15/11/2017
16/02218/HMOADS,19 Headley Way Oxford Oxfordshire OX3 0LR,4,4,11/06/2016,11/06/2018
16/05525/HMOADS,30 Headley Way Oxford Oxfordshire OX3 0LU,4,,09/01/2017,09/01/2018
16/03195/HMOADL,143 Headley Way Oxford Oxfordshire OX3 7SS,5,,21/07/2017,04/07/2018
16/03938/HMOADL,42 Headley Way Oxford Oxfordshire OX3 0LU,5,,19/09/2016,07/10/2017
16/04201/HMOADL,57 Headley Way Oxford Oxfordshire OX3 7SR,6,,09/10/2016,09/10/2017
16/04325/HMOADL,161 Headley Way Oxford Oxfordshire OX3 7ST,5,5,23/10/2016,23/10/2018
16/04575/HMOADL,15 Headley Way Oxford Oxfordshire OX3 0LP,6,6,24/10/2016,24/10/2021
16/04894/HMOADL,172 Headley Way Oxford Oxfordshire OX3 7SZ,5,6,11/11/2016,24/01/2021
16/04961/HMOADS,117 Headley Way Oxford Oxfordshire OX3 7SS,4,4,30/11/2016,30/12/2017
16/05266/HMOADL,69 Headley Way Oxford Oxfordshire OX3 7SR,5,5,10/11/2016,10/01/2018
16/03133/HMOADS,191 Headley Way Oxford Oxfordshire OX3 7ST,4,,16/07/2016,16/10/2017
16/03417/HMOADL,10 Heath Close Oxford Oxfordshire OX3 7NJ,5,5,16/03/2017,15/03/2018
16/03934/HMOADL,10 Heather Place Marston Oxford OX3 0LG,5,4,20/09/2016,20/10/2017
16/01395/HMOADL,12 Heather Place Oxford Oxfordshire OX3 0LG,3,,15/11/2016,15/11/2017
16/03113/HMOADS,43 Helen Road Oxford Oxfordshire OX2 0DF,4,,15/07/2016,15/10/2017
16/03603/HMOADS,30 Helen Road Oxford Oxfordshire OX2 0DE,4,4,22/08/2016,22/08/2018
16/03747/HMOADS,2 Helen Road Oxford Oxfordshire OX2 0DE,4,,05/09/2016,04/09/2018
16/03604/HMOADS,27 Hendred Street Oxford Oxfordshire OX4 2EE,4,4,22/08/2016,22/03/2018
16/05074/HMOADS,25 Hendred Street Oxford Oxfordshire OX4 2EE,5,4,06/12/2016,24/01/2021
16/02419/HMOADS,45 Hendred Street Oxford Oxfordshire OX4 2EE,4,4,17/06/2016,17/06/2018
16/01897/HMOADS,36 Hendred Street Oxford Oxfordshire OX4 2ED,4,,05/06/2016,24/01/2021
15/05617/HMOADL,28 Hendred Street Oxford Oxfordshire OX4 2ED,4,,15/03/2017,14/03/2018
17/02008/HMOLIC,7 Hendred Street Oxford Oxfordshire OX4 2EE,5,5,21/07/2017,20/07/2019
17/02378/HMOADS,32 Henley Street Oxford Oxfordshire OX4 1ES,4,,14/08/2017,13/08/2019
17/01983/HMOADL,14 Henley Street Oxford Oxfordshire OX4 1ER,5,5,19/07/2017,18/07/2018
16/06034/HMOLIC,55 Henley Street Oxford Oxfordshire OX4 1ES,5,5,08/02/2017,07/02/2018
16/06030/HMOLIC,53 Henley Street Oxford Oxfordshire OX4 1ES,5,5,08/02/2017,07/02/2018
16/04214/HMOADS,21 Henley Street Oxford Oxfordshire OX4 1ER,4,,10/10/2016,10/12/2017
16/03166/HMOADL,30A Henley Street Oxford Oxfordshire OX4 1ES,5,4,19/07/2016,19/10/2017
16/03145/HMOLIC,30 Henley Street Oxford Oxfordshire OX4 1ER,,,18/07/2016,18/10/2017
16/02848/HMOADS,54 Henley Street Oxford Oxfordshire OX4 1ES,4,,30/07/2016,30/10/2017
16/01594/HMOLIC,41 Henley Street Oxford Oxfordshire OX4 1ES,5,,15/06/2016,15/10/2017
16/00901/HMOADS,34 Henley Street Oxford Oxfordshire OX4 1ES,4,4,30/04/2016,30/04/2018
16/00508/HMOADL,26 Henley Street Oxford Oxfordshire OX4 1ER,3,3,28/03/2016,28/09/2017
16/04206/HMOADS,31 Henley Street Oxford Oxfordshire OX4 1ES,4,4,09/10/2016,09/10/2017
16/03960/HMOLIC,39 Henley Street Oxford Oxfordshire OX4 1ES,6,6,25/09/2016,25/10/2017
16/02675/HMOADS,Flat 7 The Firs Hernes Road Oxford Oxfordshire OX2 7QN,4,,29/07/2016,29/07/2018
16/04782/HMOADL,52 Herschel Crescent Oxford Oxfordshire OX4 3TU,6,,10/11/2016,10/01/2018
17/00723/HMOADS,44 Hertford Street Oxford Oxfordshire OX4 3AL,4,4,25/04/2017,24/04/2019
17/00604/HMOADS,32 Hertford Street Oxford Oxfordshire OX4 3AJ,3,,18/04/2017,17/04/2018
17/00011/HMOADS,46 Hertford Street Oxford Oxfordshire OX4 3AL,4,4,25/02/2017,24/02/2019
16/03597/HMOADL,36 Hertford Street Oxford Oxfordshire OX4 3AJ,5,5,23/08/2016,23/12/2017
16/03441/HMOADL,30 Hertford Street Oxford Oxfordshire OX4 3AJ,4,,08/08/2016,08/12/2017
16/03217/HMOADL,28 Hertford Street Oxford Oxfordshire OX4 3AJ,3,,24/07/2016,24/12/2017
16/03248/HMOADS,63 Hertford Street Oxford Oxfordshire OX4 3AL,4,,22/07/2016,22/10/2017
16/05304/HMOADL,20 Hill Top Road Oxford Oxfordshire OX4 1PE,6,,19/06/2017,18/06/2018
17/02425/HMOADS,21 Hill View Road Oxford Oxfordshire OX2 0DA,4,4,02/06/2017,03/06/2018
15/02481/HMOADS,36 Hill View Road Oxford Oxfordshire OX2 0BZ,4,,28/07/2015,18/04/2018
15/04850/HMOADL,41 Hobson Road Oxford Oxfordshire OX2 7JU,4,3,24/12/2015,24/12/2017
16/00107/HMOADL,15 Hobson Road Oxford Oxfordshire OX2 7JX,4,4,19/02/2016,19/02/2018
17/00008/HMOADL,21 Hodges Court Oxford Oxfordshire OX1 4NY,4,4,03/03/2017,03/03/2018
17/00364/HMOADL,15 Hodges Court Oxford Oxfordshire OX1 4NY,4,4,31/03/2017,30/03/2018
16/05077/HMOADL,14 Hodges Court Oxford Oxfordshire OX1 4NY,4,4,10/12/2016,09/01/2018
16/02736/HMOADL,16 Hodges Court Oxford Oxfordshire OX1 4NY,4,4,13/03/2017,12/03/2019
15/05095/HMOADS,24 Hodges Court Oxford Oxfordshire OX1 4NY,4,,12/01/2016,26/01/2018
